"Gender","Age","Debt","YearsEmployed","PriorDefault","Employed","CreditScore","DriversLicense","ZipCode","Income","Approved","Industry.CommunicationServices","Industry.ConsumerDiscretionary","Industry.ConsumerStaples","Industry.Education","Industry.Financials","Industry.Industrials","Industry.InformationTechnology","Industry.Materials","Industry.Real Estate","Industry.Research","Industry.Transport","Ethnicity.Asian","Ethnicity.Black","Ethnicity.Latino","Ethnicity.Other","Citizen.ByOtherMeans"
"1",1.94480674996166,0.935340030019135,3.64307351981657,"1","1",1.76847749293027,"1",-0.865364985175362,-0.137691243830799,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1",0.22393163990923,0.886125091141344,0.680288395259725,"1","1",1.97411441071286,"1",-1.03780818963762,-0.152854093027999,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-0.218723643176281,2.05723975913124,0.929801817247114,"1","1",1.76847749293027,"0",-1.03780818963762,0.2429154644989,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",-0.155487174164066,-0.671678382316913,-0.440280865162682,"1","1",-0.287891684895625,"0",0.341737446060414,-0.176078203823709,"Approved",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1",0.680077369717347,1.83928788695816,1.91291458172437,"1","1",0.740292904017322,"1",-0.635440712559024,-0.195271683820164,"Approved",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1",2.09994688727163,4.66864467917732,7.85193166196313,"1","1",7.73194810862537,"0",-1.03780818963762,-0.192392661820696,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",1.92372792695759,0.400002021409689,0.120003765048521,"1","1",1.76847749293027,"1",-1.03780818963762,-0.140762200630232,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"0",0.799805084380475,-0.546130068853159,-0.627042408566416,"1","1",4.23612050632134,"1",1.57758041137323,0.0419597289360178,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1",0.034222232872582,-0.0600069991215048,1.14046883820653,"1","1",0.123382150669554,"0",0.749853029954414,-0.137691243830799,"Approved",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1",0.841962730388619,-0.646568719624162,0.381469925813749,"0","0",-0.493528602678215,"0",0.203782882490611,-0.195271683820164,"Approved",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1",-0.640300103257721,-0.822336358473418,-0.615089669788577,"0","0",-0.493528602678215,"0",-0.46299750809677,-0.195271683820164,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",-0.486003118867914,-0.855481113227849,-0.402928556481935,"1","0",-0.493528602678215,"1",1.78451225672794,-0.195271683820164,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",-0.464924295863842,-0.755042462456846,-0.141462395716707,"1","0",-0.493528602678215,"1",0.571661718676752,-0.195271683820164,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",0.497956338962165,-0.546130068853159,-0.652441978469324,"1","0",-0.493528602678215,"1",1.26143453652577,0.917950155974216,"Approved",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1",0.287168108921446,-0.453726510143837,-0.664394717247163,"1","0",-0.493528602678215,"1",0.335989339245006,-0.156884723827254,"Approved",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1",0.230676863270533,-0.353287859372834,1.55134423369474,"1","0",-0.493528602678215,"1",-1.03780818963762,-0.195271683820164,"Approved",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1",-0.690046125547331,1.37927886642697,-0.414881295259774,"1","0",-0.493528602678215,"1",-0.118111099172262,-0.137691243830799,"Approved",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1",-0.703536572269936,-0.955919763998852,-0.638995147344255,"1","0",-0.493528602678215,"0",-1.03780818963762,-0.195271683820164,"Approved",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1",1.08057500679471,-0.855481113227849,0.829697629982712,"1","0",-0.493528602678215,"1",0.801585991293091,-0.195271683820164,"Approved",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",0.308246931925517,-0.0519719070598245,1.05381148206719,"0","0",-0.493528602678215,"1",3.0490957561178,-0.195271683820164,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"1",0.989514491417123,-0.353287859372834,1.12851609942869,"1","1",1.76847749293027,"0",-0.577959644404939,-0.195271683820164,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1",2.12777093363701,1.50482717989072,-0.290871630439694,"1","1",0.329019068452143,"1",0.111813173444076,-0.195271683820164,"Approved",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",0.0131434098685101,2.29126181542768,0.232060691090762,"1","1",1.35720365736509,"0",0.399218514214499,-0.0551592798460436,"Approved",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"0",-0.682457749265865,-0.797226695780667,-0.216167013078201,"1","1",-0.0822547671130358,"1",-0.577959644404939,-0.118497763834344,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0",-0.935403625314728,-0.788187217211277,-0.190767443175293,"1","1",-0.287891684895625,"0",-1.03780818963762,-0.195271683820164,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",-0.408433050212929,-0.102191232445326,0.61753651667607,"1","1",-0.287891684895625,"1",-0.348035371788601,-0.195271683820164,"Approved",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1",0.22393163990923,-0.646568719624162,-0.204214274300362,"1","1",-0.287891684895625,"1",1.95120735437478,9.40146831440725,"Approved",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0",0.378228624299036,-0.755042462456846,-0.0667577783552132,"1","1",1.76847749293027,"0",-1.03780818963762,-0.10774941503633,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-0.507081941871986,-0.880590775920599,-0.58969009988567,"1","1",0.123382150669554,"0",0.456699582368583,2.70447927404423,"Approved",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-1.01971891733102,0.349782696024188,-0.22811975185604,"1","1",0.945929821799912,"0",-0.577959644404939,0.371703715275112,"Approved",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"1",0.308246931925517,4.09112243724405,-0.178814704397454,"1","1",-0.287891684895625,"1",1.92246682029774,-0.0993042838378897,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",0.0687915025992598,0.550659997566194,-0.190767443175293,"1","0",-0.493528602678215,"1",1.37639667283394,-0.195271683820164,"Rejected",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"1",0.279579732639979,-0.152410557830828,3.07083615082753,"1","0",-0.493528602678215,"1",-1.03780818963762,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"0",0.595762077701059,0.0484667437111785,3.3696546202735,"1","0",-0.493528602678215,"1",4.59533648946267,-0.195271683820164,"Rejected",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1",1.07382978343341,-0.855481113227849,2.54790382929707,"1","0",-0.493528602678215,"0",1.26143453652577,-0.195271683820164,"Rejected",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1",1.12273265280286,0.450221346795191,-0.178814704397454,"0","0",-0.493528602678215,"0",-0.118111099172262,-0.194887814220235,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-0.914324802310656,0.10672116115836,-0.552337791204923,"1","1",-0.287891684895625,"0",-0.118111099172262,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",0.216343263627763,0.349782696024188,-0.627042408566416,"1","0",-0.493528602678215,"1",1.50860312958833,-0.195271683820164,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",-1.04079774033509,-0.838406542596778,-0.489585912621268,"1","0",-0.493528602678215,"1",-0.118111099172262,-0.195271683820164,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-0.830009510294368,-0.721897707702415,0.0826514563677744,"1","1",-0.287891684895625,"0",-0.00314896286409331,-0.191432987820873,"Rejected",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1",-0.844343109937137,1.00263392603571,-0.58969009988567,"1","0",-0.493528602678215,"0",-0.233073235480432,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",1.52323028988023,2.86074896529926,-0.664394717247163,"1","1",-0.287891684895625,"0",-0.497486148989221,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"0",-0.324117758196641,-0.654603811685843,-0.0667577783552132,"1","0",-0.493528602678215,"0",1.0774951184327,-0.195271683820164,"Rejected",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1",0.701156192721418,-0.855481113227849,-0.58969009988567,"1","0",-0.493528602678215,"0",0.61764657320002,-0.195271683820164,"Rejected",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"0",-0.257508677503774,-0.252849208601831,0.232060691090762,"1","0",-0.493528602678215,"1",0.686623854984922,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1",-0.359530180843482,-0.830371450535098,-0.528432313649245,"1","0",-0.493528602678215,"1",0.111813173444076,-0.195271683820164,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",0.476877515958093,-0.152410557830828,0.829697629982712,"1","0",-0.493528602678215,"1",0.571661718676752,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"1",-0.257508677503774,-0.880590775920599,-0.402928556481935,"1","0",-0.493528602678215,"1",4.29643493506143,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1",-0.492748342229217,-0.511980927591018,0.530879160536737,"1","0",-0.493528602678215,"0",0.0428358916591743,-0.195271683820164,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",0.209598040266461,-0.0519719070598245,-0.365576247801188,"1","0",-0.493528602678215,"1",0.341737446060414,-0.195271683820164,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",1.47432742051078,-0.654603811685843,-0.664394717247163,"1","0",-0.493528602678215,"1",-0.46299750809677,-0.190089444221121,"Rejected",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1",2.61258386273066,1.60526583066173,0.829697629982712,"1","0",-0.493528602678215,"0",-0.394020226311868,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",-0.00793541313556189,2.15767840990224,-0.514985482524176,"1","0",-0.493528602678215,"0",-0.348035371788601,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-0.257508677503774,0.0484667437111785,1.87556227304362,"1","0",-0.493528602678215,"0",-1.03780818963762,-0.195271683820164,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",1.75509734292502,-0.679713474378593,2.16242800371176,"1","0",-0.493528602678215,"1",0.111813173444076,-0.176078203823709,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",-0.233057242819051,-0.654603811685843,-0.216167013078201,"1","0",-0.493528602678215,"1",-1.03780818963762,-0.15208635382814,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",-0.24739084246182,-0.24481411654015,-0.514985482524176,"1","0",-0.493528602678215,"1",-0.0548819242027694,-0.195271683820164,"Rejected",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1",-0.717870171912706,-0.830371450535098,-0.627042408566416,"1","0",-0.493528602678215,"0",-0.00314896286409331,-0.195079749020199,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-0.257508677503774,-0.855481113227849,-0.414881295259774,"1","0",-0.493528602678215,"1",0.801585991293091,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"0",-0.76002781792085,1.25373055296321,0.232060691090762,"1","0",-0.493528602678215,"1",0.502684436891851,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0",-0.254136065823123,-0.755042462456846,-0.365576247801188,"1","1",-0.0822547671130358,"1",-0.0778743514644032,-0.0993042838378897,"Rejected",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",0.504701562323468,-0.604384486300341,-0.58969009988567,"1","0",-0.493528602678215,"1",-0.0951186719106286,-0.118497763834344,"Rejected",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1",0.31499215528682,2.35855571144425,0.530879160536737,"1","0",-0.493528602678215,"0",-0.577959644404939,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-1.08295538634323,0.0484667437111785,-0.552337791204923,"1","1",-0.0822547671130358,"0",-1.03780818963762,-0.187978161421511,"Rejected",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",-0.54923958788013,1.45460785450522,0.00794683900628061,"1","1",-0.0822547671130358,"1",-0.348035371788601,-0.194312009820341,"Rejected",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1",-0.310627311474035,-0.152410557830828,1.05381148206719,"1","1",-0.0822547671130358,"1",-0.606700178481981,-0.195271683820164,"Rejected",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",1.96588557296574,2.15767840990224,-0.664394717247163,"1","1",3.61920975297358,"0",-0.16409595369553,-0.170320159824772,"Rejected",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1",-0.233057242819051,-0.721897707702415,-0.514985482524176,"1","0",-0.493528602678215,"0",0.571661718676752,-0.195271683820164,"Rejected",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"0",-0.54923958788013,1.25373055296321,0.680288395259725,"1","0",-0.493528602678215,"0",-0.348035371788601,-0.195271683820164,"Rejected",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",0.793059861019173,-0.503945835529338,2.32378997721259,"1","0",-0.493528602678215,"1",-0.0261413901257271,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"0",-0.991894870965641,-0.805261787842347,-0.426834034037613,"1","1",0.534655986234733,"1",-0.233073235480432,-0.194312009820341,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",-0.19764482017221,-0.252849208601831,0.381469925813749,"1","1",0.123382150669554,"1",0.853318952631767,-0.195271683820164,"Rejected",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"0",-0.591397233888274,-0.747007370395165,-0.514985482524176,"1","1",0.123382150669554,"0",-0.00314896286409331,-0.167057268225375,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1",-0.584652010526971,1.55504650527622,-0.402928556481935,"1","0",-0.493528602678215,"1",0.456699582368583,-0.195271683820164,"Rejected",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"0",0.188519217262389,-0.805261787842347,-0.365576247801188,"1","1",0.123382150669554,"1",0.180790455228977,-0.195271683820164,"Rejected",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1",-0.914324802310656,-0.704823137071344,-0.253519321758948,"1","1",0.123382150669554,"1",-0.233073235480432,-0.154965375827609,"Rejected",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"0",-0.513827165233289,-0.729932799764095,-0.278918891661855,"1","1",-0.0822547671130358,"0",0.111813173444076,-0.195271683820164,"Rejected",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",0.52578038532754,0.450221346795191,2.77201768138155,"1","1",0.945929821799912,"1",0.686623854984922,-0.194312009820341,"Rejected",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1",1.76943094256779,0.349782696024188,1.21517345556802,"1","1",2.59102516406063,"0",-1.03780818963762,1.95478194538271,"Approved",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1",2.2188314490146,0.458256438856871,3.51906385499649,"1","1",0.740292904017322,"1",1.03151026390943,0.0603854697326145,"Approved",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",-0.907579578949353,1.12014714743778,-0.564290529982762,"1","1",-0.287891684895625,"1",-0.577959644404939,-0.185674943821936,"Approved",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1",0.708744569002885,0.291528278577006,-0.652441978469324,"1","1",-0.287891684895625,"0",0.111813173444076,-0.137691243830799,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",-0.492748342229217,1.55504650527622,-0.302824369217533,"1","1",13.2841448887553,"1",-0.233073235480432,-0.14575250542931,"Approved",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"0",-0.570318410884202,1.55504650527622,-0.216167013078201,"1","1",1.97411441071286,"1",-0.348035371788601,-0.0864446522402649,"Approved",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",1.06708456007211,0.382927450778619,1.5393914949169,"1","1",0.123382150669554,"1",-1.03780818963762,-0.195271683820164,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"0",-0.675712525904562,0.851975949879203,1.87556227304362,"1","1",0.534655986234733,"1",-0.348035371788601,-0.195271683820164,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",0.287168108921446,0.0484667437111785,1.57674380359765,"1","1",0.740292904017322,"1",-1.03780818963762,-0.00333688385561554,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1",1.36218808212912,-0.453726510143837,0.0826514563677744,"1","1",1.97411441071286,"1",1.31891560467985,0.286484664090852,"Approved",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1",-0.738948994916778,1.25373055296321,0.0826514563677744,"1","1",0.945929821799912,"1",-0.46299750809677,-0.0399964306488443,"Approved",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1",0.245010462913302,-0.102191232445326,0.306765308452256,"1","1",-0.0822547671130358,"0",0.537173077784302,-0.0781914558417894,"Approved",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"0",-0.260881289184425,-0.252849208601831,-0.414881295259774,"1","0",-0.493528602678215,"0",0.571661718676752,-0.195271683820164,"Approved",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1",3.05523914581617,0.148905394482182,3.22024538555051,"1","1",-0.287891684895625,"1",-1.03780818963762,-0.195271683820164,"Approved",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"1",-0.935403625314728,-0.587309915669271,0.00794683900628061,"1","1",-0.287891684895625,"0",-0.46299750809677,-0.166481463825482,"Approved",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0",1.34110925912504,0.651098648337197,1.27792533415167,"1","1",0.740292904017322,"0",1.11773186614056,9.61259659436825,"Approved",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1",0.399307447303108,0.0484667437111785,0.0826514563677744,"1","1",0.740292904017322,"0",-1.03780818963762,-0.124831612233175,"Approved",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
